index,polynomial,operation,operand 1,operand 2,cost,order
998,3x^4+2x^3+2x^2+x+3,ADD,300,7,8,4
999,3x^4+2x^3+3x^2+2,ADD,301,2,7,4
1000,3x^4+2x^3+3x^2+3,ADD,301,3,7,4
1001,3x^4+2x^3+3x^2+x+2,ADD,301,6,8,4
1002,3x^4+3x^3+3x^2+x+3,ADD,302,7,8,4
1003,3x^4+3x^3+1,ADD,266,1,6,4
1004,3x^4+3x^3+2,ADD,266,2,6,4
1005,3x^4+3x^3+3,ADD,266,3,6,4
1006,3x^4+3x^3+x+2,ADD,266,6,7,4
1007,3x^4+3x^3+3x+1,ADD,445,1,7,4
1008,3x^4+3x^3+3x+2,ADD,445,2,7,4
1009,3x^4+3x^3+x^2+1,ADD,282,1,7,4
1010,3x^4+3x^3+x^2+2,ADD,282,2,7,4
1011,3x^4+3x^3+x^2+3,ADD,282,3,7,4
1012,3x^4+3x^3+x^2+x+2,ADD,314,2,7,4
1013,3x^4+3x^3+x^2+x+3,ADD,314,3,7,4
1014,3x^4+3x^3+x^2+2x+3,ADD,314,7,8,4
1015,3x^4+3x^3+2x^2+1,ADD,293,1,7,4
1016,3x^4+3x^3+2x^2+2,ADD,293,2,7,4
1017,3x^4+3x^3+2x^2+3,ADD,293,3,7,4
1018,3x^4+3x^3+2x^2+x+3,ADD,293,7,8,4
1019,3x^4+3x^3+2x^2+2x+3,ADD,315,3,7,4
1020,3x^4+3x^3+3x^2+2,ADD,302,2,7,4
1021,3x^4+3x^3+3x^2+3,ADD,302,3,7,4
1022,3x^4+3x^3+3x^2+x+2,ADD,302,6,8,4
